scenario_type,sender,subject,body,organization,is_phishing,timestamp
bank,service_2682@bank-online.ru,Важное уведомление от Тинькофф,Служба безопасности Тинькофф: обнаружена попытка входа из Новосибирск...,Тинькофф,True,2024-11-08 12:47:30.286142
online_shop,service_1293@market-delivery.ru,Важное уведомление от Яндекс.Маркет,Получите скидку 71% в Яндекс.Маркет прямо сейчас!,Яндекс.Маркет,True,2024-11-05 12:47:30.286151
social_media,service_8678@telegram-verify.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-16 12:47:30.286159
social_media,service_1455@ok-account.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-16 12:47:30.286168
online_shop,service_3567@market-delivery.ru,Важное уведомление от AliExpress,Получите скидку 60% в AliExpress прямо сейчас!,AliExpress,True,2024-11-13 12:47:30.286177
bank,service_6354@bank-online.ru,Важное уведомление от Альфа-Банк,Служба безопасности Альфа-Банк: обнаружена попытка входа из Санкт-Петербург...,Альфа-Банк,True,2024-11-09 12:47:30.286186
online_shop,service_1620@online-shop.ru,Важное уведомление от Wildberries,Получите скидку 72% в Wildberries прямо сейчас!,Wildberries,True,2024-11-02 12:47:30.286195
online_shop,service_9688@online-shop.ru,Важное уведомление от AliExpress,Получите скидку 74% в AliExpress прямо сейчас!,AliExpress,True,2024-11-02 12:47:30.286204
bank,service_6313@secure-banking.ru,Важное уведомление от Альфа-Банк,Служба безопасности Альфа-Банк: обнаружена попытка входа из Екатеринбург...,Альфа-Банк,True,2024-11-12 12:47:30.286214
government,service_8279@gov-services.ru,Важное уведомление от ФНС России,Уведомление о штрафе: 2873 руб. Оплатите в течение 5 дней...,ФНС России,True,2024-11-18 12:47:30.286225
online_shop,service_6373@market-delivery.ru,Важное уведомление от Wildberries,Ваш заказ #241092 из Wildberries готов к выдаче...,Wildberries,True,2024-11-16 12:47:30.286235
social_media,service_7988@ok-account.ru,Важное уведомление от Одноклассники,Ваш аккаунт Одноклассники был временно заблокирован...,Одноклассники,True,2024-11-15 12:47:30.286243
bank,service_8846@secure-banking.ru,Важное уведомление от Альфа-Банк,"Уважаемый клиент Альфа-Банк, Ваша карта временно заблокирована...",Альфа-Банк,True,2024-11-17 12:47:30.286253
government,service_2121@mvd-notice.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 7786 руб...,Госуслуги,True,2024-11-06 12:47:30.286262
government,service_4326@mvd-notice.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 9631 руб...,МВД России,True,2024-11-10 12:47:30.286271
online_shop,service_6866@online-shop.ru,Важное уведомление от AliExpress,Получите скидку 57% в AliExpress прямо сейчас!,AliExpress,True,2024-11-28 12:47:30.286280
government,service_8575@mvd-notice.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 7609 руб...,ФНС России,True,2024-11-27 12:47:30.286289
government,service_1129@mvd-notice.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 7259 руб...,Госуслуги,True,2024-11-23 12:47:30.286298
bank,service_8129@security-bank.ru,Важное уведомление от Альфа-Банк,"Уважаемый клиент Альфа-Банк, Ваша карта временно заблокирована...",Альфа-Банк,True,2024-11-05 12:47:30.286307
bank,service_2526@secure-banking.ru,Важное уведомление от Сбербанк,Служба безопасности Сбербанк: обнаружена попытка входа из Новосибирск...,Сбербанк,True,2024-11-23 12:47:30.286316
